+---------+-----------+--------+-----------+--------------------------------------------------+
| Unicode | Shift-JIS |  JIS   | Character | Description                                      |
| 0x8262  | 0xE480    | 0x6760 | 艢        | <CJK>                                            |
| 0x8268  | 0xE481    | 0x6761 | 艨        | <CJK>                                            |
| 0x826A  | 0xE482    | 0x6762 | 艪        | <CJK>                                            |
| 0x826B  | 0xE483    | 0x6763 | 艫        | <CJK>                                            |
| 0x822E  | 0xE484    | 0x6764 | 舮        | <CJK>                                            |
| 0x8271  | 0xE485    | 0x6765 | 艱        | <CJK>                                            |
| 0x8277  | 0xE486    | 0x6766 | 艷        | <CJK>                                            |
| 0x8278  | 0xE487    | 0x6767 | 艸        | <CJK>                                            |
| 0x827E  | 0xE488    | 0x6768 | 艾        | <CJK>                                            |
| 0x828D  | 0xE489    | 0x6769 | 芍        | <CJK>                                            |
| 0x8292  | 0xE48A    | 0x676A | 芒        | <CJK>                                            |
| 0x82AB  | 0xE48B    | 0x676B | 芫        | <CJK>                                            |
| 0x829F  | 0xE48C    | 0x676C | 芟        | <CJK>                                            |
| 0x82BB  | 0xE48D    | 0x676D | 芻        | <CJK>                                            |
| 0x82AC  | 0xE48E    | 0x676E | 芬        | <CJK>                                            |
| 0x82E1  | 0xE48F    | 0x676F | 苡        | <CJK>                                            |
| 0x82E3  | 0xE490    | 0x6770 | 苣        | <CJK>                                            |
| 0x82DF  | 0xE491    | 0x6771 | 苟        | <CJK>                                            |
| 0x82D2  | 0xE492    | 0x6772 | 苒        | <CJK>                                            |
| 0x82F4  | 0xE493    | 0x6773 | 苴        | <CJK>                                            |
| 0x82F3  | 0xE494    | 0x6774 | 苳        | <CJK>                                            |
| 0x82FA  | 0xE495    | 0x6775 | 苺        | <CJK>                                            |
| 0x8393  | 0xE496    | 0x6776 | 莓        | <CJK>                                            |
| 0x8303  | 0xE497    | 0x6777 | 范        | <CJK>                                            |
| 0x82FB  | 0xE498    | 0x6778 | 苻        | <CJK>                                            |
| 0x82F9  | 0xE499    | 0x6779 | 苹        | <CJK>                                            |
| 0x82DE  | 0xE49A    | 0x677A | 苞        | <CJK>                                            |
| 0x8306  | 0xE49B    | 0x677B | 茆        | <CJK>                                            |
| 0x82DC  | 0xE49C    | 0x677C | 苜        | <CJK>                                            |
| 0x8309  | 0xE49D    | 0x677D | 茉        | <CJK>                                            |
| 0x82D9  | 0xE49E    | 0x677E | 苙        | <CJK>                                            |
| 0x8335  | 0xE49F    | 0x6821 | 茵        | <CJK>                                            |
| 0x8334  | 0xE4A0    | 0x6822 | 茴        | <CJK>                                            |
| 0x8316  | 0xE4A1    | 0x6823 | 茖        | <CJK>                                            |
| 0x8332  | 0xE4A2    | 0x6824 | 茲        | <CJK>                                            |
| 0x8331  | 0xE4A3    | 0x6825 | 茱        | <CJK>                                            |
| 0x8340  | 0xE4A4    | 0x6826 | 荀        | <CJK>                                            |
| 0x8339  | 0xE4A5    | 0x6827 | 茹        | <CJK>                                            |
| 0x8350  | 0xE4A6    | 0x6828 | 荐        | <CJK>                                            |
| 0x8345  | 0xE4A7    | 0x6829 | 荅        | <CJK>                                            |
| 0x832F  | 0xE4A8    | 0x682A | 茯        | <CJK>                                            |
| 0x832B  | 0xE4A9    | 0x682B | 茫        | <CJK>                                            |
| 0x8317  | 0xE4AA    | 0x682C | 茗        | <CJK>                                            |
| 0x8318  | 0xE4AB    | 0x682D | 茘        | <CJK>                                            |
| 0x8385  | 0xE4AC    | 0x682E | 莅        | <CJK>                                            |
| 0x839A  | 0xE4AD    | 0x682F | 莚        | <CJK>                                            |
| 0x83AA  | 0xE4AE    | 0x6830 | 莪        | <CJK>                                            |
| 0x839F  | 0xE4AF    | 0x6831 | 莟        | <CJK>                                            |
| 0x83A2  | 0xE4B0    | 0x6832 | 莢        | <CJK>                                            |
| 0x8396  | 0xE4B1    | 0x6833 | 莖        | <CJK>                                            |
| 0x8323  | 0xE4B2    | 0x6834 | 茣        | <CJK>                                            |
| 0x838E  | 0xE4B3    | 0x6835 | 莎        | <CJK>                                            |
| 0x8387  | 0xE4B4    | 0x6836 | 莇        | <CJK>                                            |
| 0x838A  | 0xE4B5    | 0x6837 | 莊        | <CJK>                                            |
| 0x837C  | 0xE4B6    | 0x6838 | 荼        | <CJK>                                            |
| 0x83B5  | 0xE4B7    | 0x6839 | 莵        | <CJK>                                            |
| 0x8373  | 0xE4B8    | 0x683A | 荳        | <CJK>                                            |
| 0x8375  | 0xE4B9    | 0x683B | 荵        | <CJK>                                            |
| 0x83A0  | 0xE4BA    | 0x683C | 莠        | <CJK>                                            |
| 0x8389  | 0xE4BB    | 0x683D | 莉        | <CJK>                                            |
| 0x83A8  | 0xE4BC    | 0x683E | 莨        | <CJK>                                            |
| 0x83F4  | 0xE4BD    | 0x683F | 菴        | <CJK>                                            |
| 0x8413  | 0xE4BE    | 0x6840 | 萓        | <CJK>                                            |
| 0x83EB  | 0xE4BF    | 0x6841 | 菫        | <CJK>                                            |
| 0x83CE  | 0xE4C0    | 0x6842 | 菎        | <CJK>                                            |
| 0x83FD  | 0xE4C1    | 0x6843 | 菽        | <CJK>                                            |
| 0x8403  | 0xE4C2    | 0x6844 | 萃        | <CJK>                                            |
| 0x83D8  | 0xE4C3    | 0x6845 | 菘        | <CJK>                                            |
| 0x840B  | 0xE4C4    | 0x6846 | 萋        | <CJK>                                            |
| 0x83C1  | 0xE4C5    | 0x6847 | 菁        | <CJK>                                            |
| 0x83F7  | 0xE4C6    | 0x6848 | 菷        | <CJK>                                            |
| 0x8407  | 0xE4C7    | 0x6849 | 萇        | <CJK>                                            |
| 0x83E0  | 0xE4C8    | 0x684A | 菠        | <CJK>                                            |
| 0x83F2  | 0xE4C9    | 0x684B | 菲        | <CJK>                                            |
| 0x840D  | 0xE4CA    | 0x684C | 萍        | <CJK>                                            |
| 0x8422  | 0xE4CB    | 0x684D | 萢        | <CJK>                                            |
| 0x8420  | 0xE4CC    | 0x684E | 萠        | <CJK>                                            |
| 0x83BD  | 0xE4CD    | 0x684F | 莽        | <CJK>                                            |
| 0x8438  | 0xE4CE    | 0x6850 | 萸        | <CJK>                                            |
| 0x8506  | 0xE4CF    | 0x6851 | 蔆        | <CJK>                                            |
| 0x83FB  | 0xE4D0    | 0x6852 | 菻        | <CJK>                                            |
| 0x846D  | 0xE4D1    | 0x6853 | 葭        | <CJK>                                            |
| 0x842A  | 0xE4D2    | 0x6854 | 萪        | <CJK>                                            |
| 0x843C  | 0xE4D3    | 0x6855 | 萼        | <CJK>                                            |
| 0x855A  | 0xE4D4    | 0x6856 | 蕚        | <CJK>                                            |
| 0x8484  | 0xE4D5    | 0x6857 | 蒄        | <CJK>                                            |
| 0x8477  | 0xE4D6    | 0x6858 | 葷        | <CJK>                                            |
| 0x846B  | 0xE4D7    | 0x6859 | 葫        | <CJK>                                            |
| 0x84AD  | 0xE4D8    | 0x685A | 蒭        | <CJK>                                            |
| 0x846E  | 0xE4D9    | 0x685B | 葮        | <CJK>                                            |
| 0x8482  | 0xE4DA    | 0x685C | 蒂        | <CJK>                                            |
| 0x8469  | 0xE4DB    | 0x685D | 葩        | <CJK>                                            |
| 0x8446  | 0xE4DC    | 0x685E | 葆        | <CJK>                                            |
| 0x842C  | 0xE4DD    | 0x685F | 萬        | <CJK>                                            |
| 0x846F  | 0xE4DE    | 0x6860 | 葯        | <CJK>                                            |
| 0x8479  | 0xE4DF    | 0x6861 | 葹        | <CJK>                                            |
| 0x8435  | 0xE4E0    | 0x6862 | 萵        | <CJK>                                            |
| 0x84CA  | 0xE4E1    | 0x6863 | 蓊        | <CJK>                                            |
| 0x8462  | 0xE4E2    | 0x6864 | 葢        | <CJK>                                            |
| 0x84B9  | 0xE4E3    | 0x6865 | 蒹        | <CJK>                                            |
| 0x84BF  | 0xE4E4    | 0x6866 | 蒿        | <CJK>                                            |
| 0x849F  | 0xE4E5    | 0x6867 | 蒟        | <CJK>                                            |
| 0x84D9  | 0xE4E6    | 0x6868 | 蓙        | <CJK>                                            |
| 0x84CD  | 0xE4E7    | 0x6869 | 蓍        | <CJK>                                            |
| 0x84BB  | 0xE4E8    | 0x686A | 蒻        | <CJK>                                            |
| 0x84DA  | 0xE4E9    | 0x686B | 蓚        | <CJK>                                            |
| 0x84D0  | 0xE4EA    | 0x686C | 蓐        | <CJK>                                            |
| 0x84C1  | 0xE4EB    | 0x686D | 蓁        | <CJK>                                            |
| 0x84C6  | 0xE4EC    | 0x686E | 蓆        | <CJK>                                            |
| 0x84D6  | 0xE4ED    | 0x686F | 蓖        | <CJK>                                            |
| 0x84A1  | 0xE4EE    | 0x6870 | 蒡        | <CJK>                                            |
| 0x8521  | 0xE4EF    | 0x6871 | 蔡        | <CJK>                                            |
| 0x84FF  | 0xE4F0    | 0x6872 | 蓿        | <CJK>                                            |
| 0x84F4  | 0xE4F1    | 0x6873 | 蓴        | <CJK>                                            |
| 0x8517  | 0xE4F2    | 0x6874 | 蔗        | <CJK>                                            |
| 0x8518  | 0xE4F3    | 0x6875 | 蔘        | <CJK>                                            |
| 0x852C  | 0xE4F4    | 0x6876 | 蔬        | <CJK>                                            |
| 0x851F  | 0xE4F5    | 0x6877 | 蔟        | <CJK>                                            |
| 0x8515  | 0xE4F6    | 0x6878 | 蔕        | <CJK>                                            |
| 0x8514  | 0xE4F7    | 0x6879 | 蔔        | <CJK>                                            |
| 0x84FC  | 0xE4F8    | 0x687A | 蓼        | <CJK>                                            |
| 0x8540  | 0xE4F9    | 0x687B | 蕀        | <CJK>                                            |
| 0x8563  | 0xE4FA    | 0x687C | 蕣        | <CJK>                                            |
| 0x8558  | 0xE4FB    | 0x687D | 蕘        | <CJK>                                            |
| 0x8548  | 0xE4FC    | 0x687E | 蕈        | <CJK>                                            |
| 0x8541  | 0xE540    | 0x6921 | 蕁        | <CJK>                                            |
| 0x8602  | 0xE541    | 0x6922 | 蘂        | <CJK>                                            |
| 0x854B  | 0xE542    | 0x6923 | 蕋        | <CJK>                                            |
| 0x8555  | 0xE543    | 0x6924 | 蕕        | <CJK>                                            |
| 0x8580  | 0xE544    | 0x6925 | 薀        | <CJK>                                            |
| 0x85A4  | 0xE545    | 0x6926 | 薤        | <CJK>                                            |
| 0x8588  | 0xE546    | 0x6927 | 薈        | <CJK>                                            |
| 0x8591  | 0xE547    | 0x6928 | 薑        | <CJK>                                            |
| 0x858A  | 0xE548    | 0x6929 | 薊        | <CJK>                                            |
| 0x85A8  | 0xE549    | 0x692A | 薨        | <CJK>                                            |
| 0x856D  | 0xE54A    | 0x692B | 蕭        | <CJK>                                            |
| 0x8594  | 0xE54B    | 0x692C | 薔        | <CJK>                                            |
| 0x859B  | 0xE54C    | 0x692D | 薛        | <CJK>                                            |
| 0x85EA  | 0xE54D    | 0x692E | 藪        | <CJK>                                            |
| 0x8587  | 0xE54E    | 0x692F | 薇        | <CJK>                                            |
| 0x859C  | 0xE54F    | 0x6930 | 薜        | <CJK>                                            |
| 0x8577  | 0xE550    | 0x6931 | 蕷        | <CJK>                                            |
| 0x857E  | 0xE551    | 0x6932 | 蕾        | <CJK>                                            |
| 0x8590  | 0xE552    | 0x6933 | 薐        | <CJK>                                            |
| 0x85C9  | 0xE553    | 0x6934 | 藉        | <CJK>                                            |
| 0x85BA  | 0xE554    | 0x6935 | 薺        | <CJK>                                            |
| 0x85CF  | 0xE555    | 0x6936 | 藏        | <CJK>                                            |
| 0x85B9  | 0xE556    | 0x6937 | 薹        | <CJK>                                            |
| 0x85D0  | 0xE557    | 0x6938 | 藐        | <CJK>                                            |
| 0x85D5  | 0xE558    | 0x6939 | 藕        | <CJK>                                            |
| 0x85DD  | 0xE559    | 0x693A | 藝        | <CJK>                                            |
| 0x85E5  | 0xE55A    | 0x693B | 藥        | <CJK>                                            |
| 0x85DC  | 0xE55B    | 0x693C | 藜        | <CJK>                                            |
| 0x85F9  | 0xE55C    | 0x693D | 藹        | <CJK>                                            |
| 0x860A  | 0xE55D    | 0x693E | 蘊        | <CJK>                                            |
| 0x8613  | 0xE55E    | 0x693F | 蘓        | <CJK>                                            |
| 0x860B  | 0xE55F    | 0x6940 | 蘋        | <CJK>                                            |
| 0x85FE  | 0xE560    | 0x6941 | 藾        | <CJK>                                            |
| 0x85FA  | 0xE561    | 0x6942 | 藺        | <CJK>                                            |
| 0x8606  | 0xE562    | 0x6943 | 蘆        | <CJK>                                            |
| 0x8622  | 0xE563    | 0x6944 | 蘢        | <CJK>                                            |
| 0x861A  | 0xE564    | 0x6945 | 蘚        | <CJK>                                            |
| 0x8630  | 0xE565    | 0x6946 | 蘰        | <CJK>                                            |
| 0x863F  | 0xE566    | 0x6947 | 蘿        | <CJK>                                            |
| 0x864D  | 0xE567    | 0x6948 | 虍        | <CJK>                                            |
| 0x4E55  | 0xE568    | 0x6949 | 乕        | <CJK>                                            |
| 0x8654  | 0xE569    | 0x694A | 虔        | <CJK>                                            |
| 0x865F  | 0xE56A    | 0x694B | 號        | <CJK>                                            |
| 0x8667  | 0xE56B    | 0x694C | 虧        | <CJK>                                            |
| 0x8671  | 0xE56C    | 0x694D | 虱        | <CJK>                                            |
| 0x8693  | 0xE56D    | 0x694E | 蚓        | <CJK>                                            |
| 0x86A3  | 0xE56E    | 0x694F | 蚣        | <CJK>                                            |
| 0x86A9  | 0xE56F    | 0x6950 | 蚩        | <CJK>                                            |
| 0x86AA  | 0xE570    | 0x6951 | 蚪        | <CJK>                                            |
| 0x868B  | 0xE571    | 0x6952 | 蚋        | <CJK>                                            |
| 0x868C  | 0xE572    | 0x6953 | 蚌        | <CJK>                                            |
| 0x86B6  | 0xE573    | 0x6954 | 蚶        | <CJK>                                            |
| 0x86AF  | 0xE574    | 0x6955 | 蚯        | <CJK>                                            |
| 0x86C4  | 0xE575    | 0x6956 | 蛄        | <CJK>                                            |
| 0x86C6  | 0xE576    | 0x6957 | 蛆        | <CJK>                                            |
| 0x86B0  | 0xE577    | 0x6958 | 蚰        | <CJK>                                            |
| 0x86C9  | 0xE578    | 0x6959 | 蛉        | <CJK>                                            |
| 0x8823  | 0xE579    | 0x695A | 蠣        | <CJK>                                            |
| 0x86AB  | 0xE57A    | 0x695B | 蚫        | <CJK>                                            |
| 0x86D4  | 0xE57B    | 0x695C | 蛔        | <CJK>                                            |
| 0x86DE  | 0xE57C    | 0x695D | 蛞        | <CJK>                                            |
| 0x86E9  | 0xE57D    | 0x695E | 蛩        | <CJK>                                            |
| 0x86EC  | 0xE57E    | 0x695F | 蛬        | <CJK>                                            |
| 0x86DF  | 0xE580    | 0x6960 | 蛟        | <CJK>                                            |
| 0x86DB  | 0xE581    | 0x6961 | 蛛        | <CJK>                                            |
| 0x86EF  | 0xE582    | 0x6962 | 蛯        | <CJK>                                            |
| 0x8712  | 0xE583    | 0x6963 | 蜒        | <CJK>                                            |
| 0x8706  | 0xE584    | 0x6964 | 蜆        | <CJK>                                            |
| 0x8708  | 0xE585    | 0x6965 | 蜈        | <CJK>                                            |
| 0x8700  | 0xE586    | 0x6966 | 蜀        | <CJK>                                            |
| 0x8703  | 0xE587    | 0x6967 | 蜃        | <CJK>                                            |
| 0x86FB  | 0xE588    | 0x6968 | 蛻        | <CJK>                                            |
| 0x8711  | 0xE589    | 0x6969 | 蜑        | <CJK>                                            |
| 0x8709  | 0xE58A    | 0x696A | 蜉        | <CJK>                                            |
| 0x870D  | 0xE58B    | 0x696B | 蜍        | <CJK>                                            |
| 0x86F9  | 0xE58C    | 0x696C | 蛹        | <CJK>                                            |
| 0x870A  | 0xE58D    | 0x696D | 蜊        | <CJK>                                            |
| 0x8734  | 0xE58E    | 0x696E | 蜴        | <CJK>                                            |
| 0x873F  | 0xE58F    | 0x696F | 蜿        | <CJK>                                            |
| 0x8737  | 0xE590    | 0x6970 | 蜷        | <CJK>                                            |
| 0x873B  | 0xE591    | 0x6971 | 蜻        | <CJK>                                            |
| 0x8725  | 0xE592    | 0x6972 | 蜥        | <CJK>                                            |
| 0x8729  | 0xE593    | 0x6973 | 蜩        | <CJK>                                            |
| 0x871A  | 0xE594    | 0x6974 | 蜚        | <CJK>                                            |
| 0x8760  | 0xE595    | 0x6975 | 蝠        | <CJK>                                            |
| 0x875F  | 0xE596    | 0x6976 | 蝟        | <CJK>                                            |
| 0x8778  | 0xE597    | 0x6977 | 蝸        | <CJK>                                            |
| 0x874C  | 0xE598    | 0x6978 | 蝌        | <CJK>                                            |
| 0x874E  | 0xE599    | 0x6979 | 蝎        | <CJK>                                            |
| 0x8774  | 0xE59A    | 0x697A | 蝴        | <CJK>                                            |
| 0x8757  | 0xE59B    | 0x697B | 蝗        | <CJK>                                            |
| 0x8768  | 0xE59C    | 0x697C | 蝨        | <CJK>                                            |
| 0x876E  | 0xE59D    | 0x697D | 蝮        | <CJK>                                            |
| 0x8759  | 0xE59E    | 0x697E | 蝙        | <CJK>                                            |
| 0x8753  | 0xE59F    | 0x6A21 | 蝓        | <CJK>                                            |
| 0x8763  | 0xE5A0    | 0x6A22 | 蝣        | <CJK>                                            |
| 0x876A  | 0xE5A1    | 0x6A23 | 蝪        | <CJK>                                            |
| 0x8805  | 0xE5A2    | 0x6A24 | 蠅        | <CJK>                                            |
| 0x87A2  | 0xE5A3    | 0x6A25 | 螢        | <CJK>                                            |
| 0x879F  | 0xE5A4    | 0x6A26 | 螟        | <CJK>                                            |
| 0x8782  | 0xE5A5    | 0x6A27 | 螂        | <CJK>                                            |
| 0x87AF  | 0xE5A6    | 0x6A28 | 螯        | <CJK>                                            |
| 0x87CB  | 0xE5A7    | 0x6A29 | 蟋        | <CJK>                                            |
| 0x87BD  | 0xE5A8    | 0x6A2A | 螽        | <CJK>                                            |
| 0x87C0  | 0xE5A9    | 0x6A2B | 蟀        | <CJK>                                            |
| 0x87D0  | 0xE5AA    | 0x6A2C | 蟐        | <CJK>                                            |
| 0x96D6  | 0xE5AB    | 0x6A2D | 雖        | <CJK>                                            |
| 0x87AB  | 0xE5AC    | 0x6A2E | 螫        | <CJK>                                            |
| 0x87C4  | 0xE5AD    | 0x6A2F | 蟄        | <CJK>                                            |
| 0x87B3  | 0xE5AE    | 0x6A30 | 螳        | <CJK>                                            |
| 0x87C7  | 0xE5AF    | 0x6A31 | 蟇        | <CJK>                                            |
| 0x87C6  | 0xE5B0    | 0x6A32 | 蟆        | <CJK>                                            |
| 0x87BB  | 0xE5B1    | 0x6A33 | 螻        | <CJK>                                            |
| 0x87EF  | 0xE5B2    | 0x6A34 | 蟯        | <CJK>                                            |
| 0x87F2  | 0xE5B3    | 0x6A35 | 蟲        | <CJK>                                            |
| 0x87E0  | 0xE5B4    | 0x6A36 | 蟠        | <CJK>                                            |
| 0x880F  | 0xE5B5    | 0x6A37 | 蠏        | <CJK>                                            |
| 0x880D  | 0xE5B6    | 0x6A38 | 蠍        | <CJK>                                            |
| 0x87FE  | 0xE5B7    | 0x6A39 | 蟾        | <CJK>                                            |
| 0x87F6  | 0xE5B8    | 0x6A3A | 蟶        | <CJK>                                            |
| 0x87F7  | 0xE5B9    | 0x6A3B | 蟷        | <CJK>                                            |
| 0x880E  | 0xE5BA    | 0x6A3C | 蠎        | <CJK>                                            |
| 0x87D2  | 0xE5BB    | 0x6A3D | 蟒        | <CJK>                                            |
| 0x8811  | 0xE5BC    | 0x6A3E | 蠑        | <CJK>                                            |
| 0x8816  | 0xE5BD    | 0x6A3F | 蠖        | <CJK>                                            |
| 0x8815  | 0xE5BE    | 0x6A40 | 蠕        | <CJK>                                            |
| 0x8822  | 0xE5BF    | 0x6A41 | 蠢        | <CJK>                                            |
| 0x8821  | 0xE5C0    | 0x6A42 | 蠡        | <CJK>                                            |
| 0x8831  | 0xE5C1    | 0x6A43 | 蠱        | <CJK>                                            |
| 0x8836  | 0xE5C2    | 0x6A44 | 蠶        | <CJK>                                            |
| 0x8839  | 0xE5C3    | 0x6A45 | 蠹        | <CJK>                                            |
| 0x8827  | 0xE5C4    | 0x6A46 | 蠧        | <CJK>                                            |
| 0x883B  | 0xE5C5    | 0x6A47 | 蠻        | <CJK>                                            |
| 0x8844  | 0xE5C6    | 0x6A48 | 衄        | <CJK>                                            |
| 0x8842  | 0xE5C7    | 0x6A49 | 衂        | <CJK>                                            |
| 0x8852  | 0xE5C8    | 0x6A4A | 衒        | <CJK>                                            |
| 0x8859  | 0xE5C9    | 0x6A4B | 衙        | <CJK>                                            |
| 0x885E  | 0xE5CA    | 0x6A4C | 衞        | <CJK>                                            |
| 0x8862  | 0xE5CB    | 0x6A4D | 衢        | <CJK>                                            |
| 0x886B  | 0xE5CC    | 0x6A4E | 衫        | <CJK>                                            |
| 0x8881  | 0xE5CD    | 0x6A4F | 袁        | <CJK>                                            |
| 0x887E  | 0xE5CE    | 0x6A50 | 衾        | <CJK>                                            |
| 0x889E  | 0xE5CF    | 0x6A51 | 袞        | <CJK>                                            |
| 0x8875  | 0xE5D0    | 0x6A52 | 衵        | <CJK>                                            |
| 0x887D  | 0xE5D1    | 0x6A53 | 衽        | <CJK>                                            |
| 0x88B5  | 0xE5D2    | 0x6A54 | 袵        | <CJK>                                            |
| 0x8872  | 0xE5D3    | 0x6A55 | 衲        | <CJK>                                            |
| 0x8882  | 0xE5D4    | 0x6A56 | 袂        | <CJK>                                            |
| 0x8897  | 0xE5D5    | 0x6A57 | 袗        | <CJK>                                            |
| 0x8892  | 0xE5D6    | 0x6A58 | 袒        | <CJK>                                            |
| 0x88AE  | 0xE5D7    | 0x6A59 | 袮        | <CJK>                                            |
| 0x8899  | 0xE5D8    | 0x6A5A | 袙        | <CJK>                                            |
| 0x88A2  | 0xE5D9    | 0x6A5B | 袢        | <CJK>                                            |
| 0x888D  | 0xE5DA    | 0x6A5C | 袍        | <CJK>                                            |
| 0x88A4  | 0xE5DB    | 0x6A5D | 袤        | <CJK>                                            |
| 0x88B0  | 0xE5DC    | 0x6A5E | 袰        | <CJK>                                            |
| 0x88BF  | 0xE5DD    | 0x6A5F | 袿        | <CJK>                                            |
| 0x88B1  | 0xE5DE    | 0x6A60 | 袱        | <CJK>                                            |
| 0x88C3  | 0xE5DF    | 0x6A61 | 裃        | <CJK>                                            |
| 0x88C4  | 0xE5E0    | 0x6A62 | 裄        | <CJK>                                            |
| 0x88D4  | 0xE5E1    | 0x6A63 | 裔        | <CJK>                                            |
| 0x88D8  | 0xE5E2    | 0x6A64 | 裘        | <CJK>                                            |
| 0x88D9  | 0xE5E3    | 0x6A65 | 裙        | <CJK>                                            |
| 0x88DD  | 0xE5E4    | 0x6A66 | 裝        | <CJK>                                            |
| 0x88F9  | 0xE5E5    | 0x6A67 | 裹        | <CJK>                                            |
| 0x8902  | 0xE5E6    | 0x6A68 | 褂        | <CJK>                                            |
| 0x88FC  | 0xE5E7    | 0x6A69 | 裼        | <CJK>                                            |
| 0x88F4  | 0xE5E8    | 0x6A6A | 裴        | <CJK>                                            |
| 0x88E8  | 0xE5E9    | 0x6A6B | 裨        | <CJK>                                            |
| 0x88F2  | 0xE5EA    | 0x6A6C | 裲        | <CJK>                                            |
| 0x8904  | 0xE5EB    | 0x6A6D | 褄        | <CJK>                                            |
| 0x890C  | 0xE5EC    | 0x6A6E | 褌        | <CJK>                                            |
| 0x890A  | 0xE5ED    | 0x6A6F | 褊        | <CJK>                                            |
| 0x8913  | 0xE5EE    | 0x6A70 | 褓        | <CJK>                                            |
| 0x8943  | 0xE5EF    | 0x6A71 | 襃        | <CJK>                                            |
| 0x891E  | 0xE5F0    | 0x6A72 | 褞        | <CJK>                                            |
| 0x8925  | 0xE5F1    | 0x6A73 | 褥        | <CJK>                                            |
| 0x892A  | 0xE5F2    | 0x6A74 | 褪        | <CJK>                                            |
| 0x892B  | 0xE5F3    | 0x6A75 | 褫        | <CJK>                                            |
| 0x8941  | 0xE5F4    | 0x6A76 | 襁        | <CJK>                                            |
| 0x8944  | 0xE5F5    | 0x6A77 | 襄        | <CJK>                                            |
| 0x893B  | 0xE5F6    | 0x6A78 | 褻        | <CJK>                                            |
| 0x8936  | 0xE5F7    | 0x6A79 | 褶        | <CJK>                                            |
| 0x8938  | 0xE5F8    | 0x6A7A | 褸        | <CJK>                                            |
| 0x894C  | 0xE5F9    | 0x6A7B | 襌        | <CJK>                                            |
| 0x891D  | 0xE5FA    | 0x6A7C | 褝        | <CJK>                                            |
| 0x8960  | 0xE5FB    | 0x6A7D | 襠        | <CJK>                                            |
| 0x895E  | 0xE5FC    | 0x6A7E | 襞        | <CJK>                                            |
| 0x8966  | 0xE640    | 0x6B21 | 襦        | <CJK>                                            |
| 0x8964  | 0xE641    | 0x6B22 | 襤        | <CJK>                                            |
| 0x896D  | 0xE642    | 0x6B23 | 襭        | <CJK>                                            |
| 0x896A  | 0xE643    | 0x6B24 | 襪        | <CJK>                                            |
| 0x896F  | 0xE644    | 0x6B25 | 襯        | <CJK>                                            |
| 0x8974  | 0xE645    | 0x6B26 | 襴        | <CJK>                                            |
| 0x8977  | 0xE646    | 0x6B27 | 襷        | <CJK>                                            |
| 0x897E  | 0xE647    | 0x6B28 | 襾        | <CJK>                                            |
| 0x8983  | 0xE648    | 0x6B29 | 覃        | <CJK>                                            |
| 0x8988  | 0xE649    | 0x6B2A | 覈        | <CJK>                                            |
| 0x898A  | 0xE64A    | 0x6B2B | 覊        | <CJK>                                            |
| 0x8993  | 0xE64B    | 0x6B2C | 覓        | <CJK>                                            |
| 0x8998  | 0xE64C    | 0x6B2D | 覘        | <CJK>                                            |
| 0x89A1  | 0xE64D    | 0x6B2E | 覡        | <CJK>                                            |
| 0x89A9  | 0xE64E    | 0x6B2F | 覩        | <CJK>                                            |
| 0x89A6  | 0xE64F    | 0x6B30 | 覦        | <CJK>                                            |
| 0x89AC  | 0xE650    | 0x6B31 | 覬        | <CJK>                                            |
| 0x89AF  | 0xE651    | 0x6B32 | 覯        | <CJK>                                            |
| 0x89B2  | 0xE652    | 0x6B33 | 覲        | <CJK>                                            |
| 0x89BA  | 0xE653    | 0x6B34 | 覺        | <CJK>                                            |
| 0x89BD  | 0xE654    | 0x6B35 | 覽        | <CJK>                                            |
| 0x89BF  | 0xE655    | 0x6B36 | 覿        | <CJK>                                            |
| 0x89C0  | 0xE656    | 0x6B37 | 觀        | <CJK>                                            |
| 0x89DA  | 0xE657    | 0x6B38 | 觚        | <CJK>                                            |
| 0x89DC  | 0xE658    | 0x6B39 | 觜        | <CJK>                                            |
| 0x89DD  | 0xE659    | 0x6B3A | 觝        | <CJK>                                            |
| 0x89E7  | 0xE65A    | 0x6B3B | 觧        | <CJK>                                            |
| 0x89F4  | 0xE65B    | 0x6B3C | 觴        | <CJK>                                            |
| 0x89F8  | 0xE65C    | 0x6B3D | 觸        | <CJK>                                            |
| 0x8A03  | 0xE65D    | 0x6B3E | 訃        | <CJK>                                            |
| 0x8A16  | 0xE65E    | 0x6B3F | 訖        | <CJK>                                            |
| 0x8A10  | 0xE65F    | 0x6B40 | 訐        | <CJK>                                            |
| 0x8A0C  | 0xE660    | 0x6B41 | 訌        | <CJK>                                            |
| 0x8A1B  | 0xE661    | 0x6B42 | 訛        | <CJK>                                            |
| 0x8A1D  | 0xE662    | 0x6B43 | 訝        | <CJK>                                            |
| 0x8A25  | 0xE663    | 0x6B44 | 訥        | <CJK>                                            |
| 0x8A36  | 0xE664    | 0x6B45 | 訶        | <CJK>                                            |
| 0x8A41  | 0xE665    | 0x6B46 | 詁        | <CJK>                                            |
| 0x8A5B  | 0xE666    | 0x6B47 | 詛        | <CJK>                                            |
| 0x8A52  | 0xE667    | 0x6B48 | 詒        | <CJK>                                            |
| 0x8A46  | 0xE668    | 0x6B49 | 詆        | <CJK>                                            |
| 0x8A48  | 0xE669    | 0x6B4A | 詈        | <CJK>                                            |
| 0x8A7C  | 0xE66A    | 0x6B4B | 詼        | <CJK>                                            |
